gene,I0774,I0785,I0861,I0803,I0885,I0740,I0846,I0851,I0761,I0787,I0838,I0734,I0745,I0769,I0847,I0848,I0883,I0766,I0828,I0884,I0843,I0863,I0875
PRSS57,7.04413212,6.644560295,7.413093632,6.595415644,7.320109522,6.648373125,7.20202379,7.851143135,7.80770783,7.678067373,6.751590846,6.413044235,6.417075841,7.436933859,7.525395075,7.580836789,7.491611485,6.645894108,6.586949106,7.485300355,7.438162661,8.025001335,6.889124695
RAB11B,10.68770891,10.79452986,10.78967302,10.95570447,11.07834723,11.63996436,11.65598622,11.54964933,10.99537071,11.17850712,10.93312484,10.78766954,10.75051697,11.14311308,11.14435312,11.0091238,11.07881606,11.49322929,10.94693369,10.9876213,10.98223329,11.08781744,10.67873537
UBALD2,12.85903679,12.89525507,12.94479986,12.22411913,12.43971539,11.31731324,11.12243001,11.14836659,12.02867535,12.30124695,12.30821456,12.23726887,12.23465556,12.39430241,12.38436062,12.2935152,12.22234052,11.50563836,12.13733898,11.98729845,12.31820355,12.40422262,12.57754926
CCDC137,10.69226534,10.84035043,10.52658298,10.72669108,10.96585814,9.885106778,9.597883266,9.109719068,10.56812475,11.04251228,10.81558441,10.72161878,10.71538029,10.68669558,10.94970748,10.4831713,10.84429511,10.19458979,10.71088892,10.34838372,10.8743968,10.62430047,10.84552685
HGS,11.71230509,11.62977844,11.72097712,11.49798225,11.93930365,11.49201328,11.5486626,11.29329943,11.66133184,12.05124365,11.59044615,11.40553423,11.45698212,11.7058481,11.92672818,11.62661971,11.91754225,11.59867409,11.64550242,11.64623935,11.90539446,11.71731241,11.52256999
TNFAIP8L1,8.671117574,8.639925655,8.620195064,9.026803117,9.088008643,10.18217176,10.13239873,10.03302805,9.070607546,9.007102542,8.991819744,8.896313356,8.887286333,9.062119509,9.05871098,8.975622208,9.257866948,9.794079458,9.183334063,9.071515607,9.037598736,8.990290924,8.77730999
FAAP100,11.5296012,11.28958006,11.4829185,11.26553143,11.96026242,10.46586737,10.44984424,10.45894308,11.5233309,11.97748769,11.44482546,11.25248432,11.24479658,11.69622142,11.95408451,11.5503521,11.86296222,11.19085161,11.44365357,11.48648827,11.87255268,11.61353968,11.21256345
L3MBTL1,7.715875388,7.275271433,7.526521697,7.296474277,8.173854621,8.634533554,8.981537202,8.61923323,7.596320393,8.034591056,7.392712614,7.375236131,7.313472679,7.515193509,7.741766629,7.519492419,8.075375911,8.157473282,7.579242329,8.104223595,8.293344973,7.523987556,6.936748589
P4HB,13.60188221,13.63112318,13.65024229,13.75146552,13.92167644,13.1604876,12.59655407,12.75514613,13.92291104,13.94970199,13.8197945,13.62912206,13.69383465,13.96410445,13.97504917,13.89665353,13.88486196,14.20571426,13.7374392,13.71732114,13.89576504,13.95071303,13.7527092
ADAMTSL5,6.30254778,6.124192639,5.989966184,6.421180794,6.545188752,6.150180922,6.501805175,5.863855097,6.190211631,6.786211319,6.625776637,6.261334604,6.452825735,6.066676411,6.710661009,6.023936325,6.89734712,6.431403287,6.601440528,6.275690334,6.900428323,6.36037069,6.51852701
PCYT2,9.083250983,9.368351466,9.218292672,9.652612366,9.647783021,9.947578551,9.916231948,10.04860464,9.577093928,9.851704932,9.80018737,9.706409046,9.747263031,9.745014439,9.770834244,9.6449188,9.850053033,9.829609198,9.710098619,9.465877887,9.504864978,9.657504475,9.742251252
ARL17A,6.74991139,6.713717813,6.550924761,6.940456567,6.443011129,7.669130702,7.918427431,7.345745049,6.300065742,6.651769022,6.739491819,6.63916958,6.710806583,6.349006187,6.407113497,6.380030142,6.863529123,6.400234963,6.899948508,6.744011579,7.0693461,6.280403893,6.609497183
RPL12P4,6.935586764,6.679553402,6.898691326,6.655685866,6.603192933,6.628171487,6.438266245,6.576790802,7.110826324,6.927208669,6.487933293,6.383951762,6.670887564,6.861560725,6.364252728,6.804153494,6.175073337,6.577879738,6.417126185,6.68113677,6.352112385,6.96986892,6.7888843
PIP5K1C,10.4554929,10.37442617,10.49324979,10.65591071,11.15871906,11.02067659,11.10399346,10.86858587,10.9503471,11.18179494,10.62650991,10.47838661,10.45094322,10.92394081,11.14751637,10.81398877,11.11339892,11.82861167,10.77301832,11.00697802,11.05080932,10.87799481,10.26841215
ZNF555,6.985940029,7.420250085,7.257488024,7.283799106,7.376637078,8.445439455,8.456381212,8.766934332,7.281255839,7.232740373,7.176411486,7.337796845,7.300450147,7.603824318,7.211527676,7.297324808,6.994290048,7.594654497,7.358136749,7.212657652,6.916628303,7.358593727,7.306626761
ANKRD20A5P,6.467568008,6.883405446,6.603578757,6.510926867,6.262797647,6.921682803,7.082425237,7.029136885,6.190211631,6.391125362,6.599241482,6.876986864,6.650506067,6.107668238,6.128476162,6.319616803,6.060344534,5.780019367,6.657993057,6.712916664,6.398990137,6.379688533,6.486882678
GPATCH8,12.0989525,12.00108727,12.23057078,12.03569259,12.23518297,12.08512375,12.19815814,12.18844279,12.30600769,12.27817414,11.98024138,11.97424366,11.93704747,12.21920373,12.25542289,12.27275261,12.23685959,11.74850562,11.94371921,12.18825444,12.26739447,12.28474023,11.720923
C17orf58,8.001828644,8.323309497,8.399722745,8.564498172,8.347937808,6.500634418,6.30212228,6.032850775,8.997943417,8.370498193,8.686208845,8.750073735,8.691704821,8.845966812,8.358950844,8.912255496,8.350272341,8.015571487,8.538196382,8.83206416,8.28712794,9.015209554,8.562627335
ZNF397,9.922204038,9.900411729,9.889977382,9.674626699,9.574764365,10.71066531,10.71743004,10.58179345,9.807155286,9.65079656,9.710059047,9.647954792,9.57141286,10.04323691,9.655583239,9.901733266,9.678325516,9.709197462,9.726718674,9.832434275,9.603229466,9.655524604,9.564174924
ZSCAN30,8.879917546,8.796898558,8.877035432,8.848926571,8.800476094,9.678382418,10.07480283,9.909737644,9.027905967,8.763049402,8.744883168,8.893735646,8.783478066,8.777755032,8.744594431,8.891652578,8.700821383,8.733747367,8.802451503,8.929960011,8.925991186,8.706485322,8.460428572
HEXIM1,11.31347345,11.24501173,11.36013755,11.23128323,11.37116152,10.82268232,10.94234918,10.73230436,11.48977331,11.46192207,11.36684208,11.27840604,11.17917008,11.60745592,11.53879457,11.56614829,11.41644118,10.74718081,11.2410684,11.42665565,11.39809909,11.50337219,11.15395147
MAPT,6.270405451,6.608697289,6.703450303,6.694511174,7.068848141,6.913359446,6.940589084,7.040512427,6.965958447,7.005633859,6.911115216,6.845320375,6.92109609,7.266398068,6.74447916,7.034605437,6.846318136,6.605471432,6.923207864,7.060402864,6.79921174,7.226126752,6.638589048
ZACN,7.774346253,8.20819751,7.806565114,7.729317649,7.657802188,6.001060484,6.337381523,6.142487189,7.102186004,7.502879317,7.475286118,7.555650097,7.647573779,6.987697701,7.211527676,7.09592719,7.400216684,6.976888766,7.358136749,6.984318002,7.556609935,7.149417524,7.50922419
KANK3,6.041968753,6.2223832,5.851694196,6.421180794,6.137544345,7.311961211,6.952008576,7.085138321,6.053481572,6.683924679,6.302999343,5.99888826,6.35545074,6.16705164,6.227456265,6.0977449,6.306735777,6.250991704,6.49680393,6.020284969,6.375741648,6.082414298,6.352871322
EPOR,6.784462507,6.70241933,6.654378552,7.019035757,7.212419181,8.166050937,7.790691365,7.77827242,7.022002264,7.218175131,7.044945427,7.151835876,6.912562995,6.976675694,7.327633249,7.11974423,7.128487073,8.942872855,7.055399594,6.890163388,7.246408692,7.149417524,7.049353628
SIRT7,10.66702498,10.52391863,10.5558269,10.20490194,10.67042851,10.8696864,10.78443643,10.69769557,10.31314164,10.78711534,10.32329485,10.24652705,10.15972816,10.60315836,10.73729564,10.40051672,10.66571888,10.31437744,10.45270044,10.48924094,10.53067712,10.35460631,10.24495668
VMAC,7.679620492,7.746050279,7.737562669,7.681800352,7.702714319,9.944518383,10.17565802,9.77150878,7.460951902,8.005198875,7.546460233,7.587900247,7.518565645,7.59664287,7.951758504,7.597895104,7.991750807,8.041054573,7.764496951,7.737875301,7.617340145,7.756043491,7.213024687
DNAH17,8.244514153,8.104715956,7.982544138,7.985603669,8.364803355,8.567157706,8.263642147,8.07784416,7.759068011,8.320236886,7.896256842,7.917231572,7.80800048,7.865195482,8.443738772,7.867766392,8.350272341,7.846659439,8.039229868,7.82042507,8.255634447,7.664501188,7.832436317
ZNF490,6.862002514,6.970756671,7.045477419,6.874358451,6.73010227,7.129979122,7.12340297,7.354886204,7.012811513,6.815534742,6.751590846,6.790947574,6.730359391,6.710080917,6.604173104,7.15474841,6.94663269,6.85574681,6.417126185,6.876196726,6.690354708,6.642137765,6.74942269
ZNF559,9.007273452,8.47376706,8.769765474,8.249523663,8.558059089,9.386781111,9.858238934,10.06122521,8.509226132,8.217800437,8.213009376,8.414673931,8.405834008,8.039501849,8.464179411,8.509834481,8.380477549,8.373476131,8.156730394,8.746362811,8.538112762,8.619782856,8.468552241
NBR1,11.26586817,11.15307605,11.41947223,11.20715205,11.31296687,12.24581196,12.15557826,12.21284307,11.56283224,11.29542679,11.17129647,11.17658117,11.2251187,11.50617718,11.33884526,11.49963115,11.3277626,11.96832262,11.15526961,11.52111967,11.24453709,11.47109057,11.10006504
RALGAPA2,9.725817418,10.14119389,9.709571478,10.46840675,10.26894079,11.38997592,11.31934572,11.09344668,10.02850845,10.24112638,10.56613517,10.51742247,10.57102711,9.937783012,10.18980303,9.894848112,10.29271231,10.27411088,10.39979093,9.904734431,10.27670679,9.867069774,10.23189175
SUMO2,12.24462819,12.44400983,12.29469041,12.60937814,12.11447746,11.37110619,11.20885815,11.70918012,12.1756692,12.16857449,12.48665481,12.65800237,12.57327775,12.26522302,12.09141052,12.23916998,12.07958772,11.77722205,12.51952369,12.27862791,12.04503858,12.30319504,12.82954113
LINC00910,5.880996764,5.963112532,5.908602815,5.993138758,6.262797647,7.736732323,8.369628818,7.914339446,5.902423913,5.937062126,5.841978646,5.604077953,5.98412063,6.147527498,5.815011585,5.919256825,6.229188477,6.619071888,5.686230608,5.740890528,5.843216733,5.767447985,5.903407685
ZNF563,5.770431779,6.000494352,6.066985041,5.89654231,5.642957888,8.003041248,7.930023037,8.268884424,5.882379198,5.937062126,5.819166212,5.959990941,6.29107547,6.087317903,5.877305981,5.998469837,5.799255779,6.619071888,6.167322736,5.994658044,5.623971842,6.105803472,6.12516181
FBF1,7.136188535,7.061987475,7.032733501,7.382212939,7.534033658,8.746534147,8.84119912,8.584682819,6.937098406,7.303439273,7.112175411,7.099107094,7.170494892,7.275420998,7.403682688,7.265650935,7.327658427,7.098384814,7.465018357,7.060402864,7.271818739,7.044390484,7.016485234
RNFT1,8.962709479,8.720545988,8.826244662,9.185136053,8.364803355,9.162842119,9.444634856,9.287326512,8.588694695,8.487468708,8.926615624,9.075314892,8.889462116,8.634331284,8.533523647,8.647276487,8.806941501,8.794942624,9.114275224,9.157753009,8.778673337,8.540466769,9.066707248
JPT1,11.19753487,11.44849467,11.18547909,11.21801942,11.1269408,9.915639374,9.590595399,9.742199553,11.06316157,11.29021396,11.28700147,11.23833112,11.22339483,11.27717363,11.21691517,11.09798542,11.04715477,10.6453527,11.19044344,10.90146692,11.00986731,11.09514011,11.27989244
SYCP2,8.89053012,7.815865967,8.344073211,7.571403571,7.285098367,7.810301103,9.088883038,9.147032874,7.520528675,6.979962914,7.573974975,7.662480554,7.688134318,7.387855777,7.045111203,7.427069588,7.400216684,6.785114755,7.615392028,7.849309427,7.546234961,7.268196265,7.800613354
ZNF699,7.565046204,7.778693204,7.85079888,7.6023592,7.431033047,8.684301188,8.874586792,8.979842921,7.759068011,7.282590986,7.539498766,7.345362832,7.501597247,7.618080853,7.34977378,7.55486507,7.648780958,7.516872553,7.314823671,7.600214113,7.471442777,7.703352092,7.501326978
FAM217B,9.97301868,10.05387409,9.875775875,10.21828634,9.730356762,10.21893947,10.28467338,10.32929477,10.04438144,9.71444926,10.2505598,10.32324337,10.14067425,9.888647609,9.688531766,9.880978437,9.697647912,9.463724609,10.26632923,10.08403228,9.707003527,10.01955507,10.17965338
LONP1,12.91322331,12.74039241,13.04100549,12.77759765,13.26784321,11.08832278,10.99849675,10.94623882,13.23077838,13.35984421,12.79468403,12.62884898,12.62152418,13.36152546,13.18302422,13.22703194,13.16962275,12.59296169,12.76315048,13.13833179,13.22420751,13.31262035,12.71064629
PTPN1,13.35090109,13.34687651,13.28654342,12.99488254,13.09057047,11.58272273,11.59492405,11.46564449,12.77280783,12.87587223,12.89609756,12.9122066,12.90627606,12.91311006,12.93262545,12.82976726,12.91126513,12.38007091,12.90315928,12.72364747,13.00758482,12.95375554,12.97634723
C20orf204,6.30254778,5.760128769,6.297539101,5.8628508,7.33159361,6.555151319,8.553285485,7.635544093,6.443773396,6.936136093,6.071651392,6.109658025,5.967739773,6.525765171,6.902611753,6.399618536,6.89734712,6.302474025,6.167322736,6.615396477,6.833745647,6.436136951,5.92718112
ZNF799,6.862002514,7.114079296,6.687277801,6.615786759,6.584116152,7.967302637,7.889023994,8.110593867,6.79421454,6.364918607,6.677426218,6.734445055,6.759200542,6.349006187,6.74447916,6.360172125,6.621977061,6.563883452,6.738870846,6.664980394,6.745809676,6.704749118,6.827295219
C20orf96,6.563534091,6.482275028,6.496276063,6.553789645,6.658954931,7.086220418,7.258299534,7.074110589,6.561906236,6.662567403,6.269733811,6.339182615,6.499154652,6.72332973,7.031478185,6.298903468,6.71972461,8.025818799,6.712412174,6.581367757,6.727560506,6.593329,6.262317673
SULF2,8.66494918,8.259210764,8.35946448,7.854598397,8.435691421,9.682061734,8.791212887,7.932770857,7.80770783,8.541117552,8.056009919,7.976900429,8.0094923,7.660024175,8.453995293,7.572231395,8.611958694,10.84374192,7.928647603,8.030473899,8.691918114,7.566754435,7.315661439
ZNF846,7.090894445,6.853072182,6.940227576,6.857349668,7.18735573,8.200663698,8.91307391,8.40712452,6.659362148,6.746162628,6.763589251,7.016214391,6.768687542,6.463965742,6.856964846,6.681494315,6.828899348,7.957872049,6.852273678,6.744011579,6.745809676,6.642137765,6.564728987
TCF4,7.578235366,8.007076003,7.190221063,7.164413835,6.603192933,7.755479205,7.871089917,7.66524176,6.536477736,6.945008615,6.984716057,6.928267093,7.219745453,6.627926593,6.841422524,6.804153494,6.89734712,10.07755766,6.957408564,6.774450419,7.167377622,6.864112693,7.251197298
ZNF136,9.222063708,9.344927306,9.067135491,8.895493641,8.601397263,9.499500486,9.4607133,9.526561833,8.822322249,8.46605435,8.9712733,8.976458474,8.953254998,8.569785144,8.671763961,8.895106895,8.837748403,8.536440434,8.854800824,8.824810693,8.913937031,8.762747884,8.940977841
ZNF512B,9.98297031,10.07811816,9.980688314,10.39957928,10.6715586,10.46657864,10.92868675,10.43651439,10.22236837,10.74835947,10.4202788,10.3451074,10.41740919,10.18165362,10.55753824,10.04233222,10.63723126,9.862856621,10.5066281,10.16668048,10.4312876,10.06501325,10.28230454
AMZ2,10.7170717,10.36728934,10.56027381,10.39369265,10.56855928,10.62533347,10.55187244,10.9401781,10.7304069,10.65072783,10.52002039,10.46975896,10.50586647,10.62096533,10.80195881,10.71583086,10.77207997,10.66269423,10.45070094,10.59748317,10.73974725,10.65831416,10.49608228
SNHG17,11.18087954,10.93510234,11.02422734,10.87877371,11.31946998,9.315927984,9.224543121,9.057484027,10.72126687,11.23566744,10.93179624,10.88756704,10.83083066,11.07562889,11.12763133,10.88866668,11.16723628,10.19572481,10.97015179,10.85682484,11.3226006,10.86777003,10.80680365
ZNF700,9.036235936,8.770091277,8.880595829,8.655863948,8.971720238,9.775719964,10.13239873,9.875211391,8.827573461,8.661739016,8.686208845,8.755762813,8.713974056,8.682610464,8.950586453,8.691651968,8.863640642,8.83045136,8.914050788,9.169253335,8.787509199,8.77008647,8.456349519
ADA,9.036235936,8.95283025,9.146172666,9.034389863,9.482480301,9.947578551,10.19260496,10.37156791,9.38566685,9.362073525,8.744883168,8.772696667,8.885107263,9.487941084,9.414301822,9.401913502,9.228277168,10.1636018,8.899464856,9.482106471,9.175251929,9.456122267,8.89650927
ZNF441,8.132745009,7.946112353,8.121428568,7.672106159,7.900737618,8.973661116,9.608746499,9.576258384,7.725705858,7.06381393,7.518410519,7.8655502,7.737282179,7.560189423,7.646604064,7.742970816,7.618687065,7.700794211,7.783685847,8.073951372,7.58729457,7.397021213,7.935666851
MAFG,11.94900604,11.91009326,12.1517292,12.02906237,12.40921561,11.1324672,11.16965757,10.69049254,12.16611484,12.32735359,11.95037178,11.76873942,11.7065937,12.25214214,12.31290376,12.26609833,12.26222578,11.86259664,11.98954451,12.15502017,12.19825907,12.30635318,11.75287039
ZGPAT,8.643149708,8.516328639,8.637132946,8.521956663,8.938308042,9.185484577,9.270873771,9.026355122,8.472823588,8.93989773,8.581653101,8.325677756,8.426958638,8.394528982,8.939679577,8.327548949,8.850752608,8.451568107,8.681490243,8.605321299,8.77423503,8.595203547,8.332742453
SRC,8.434172231,9.093540154,8.162955238,8.461335126,8.865122759,10.51276384,9.983158276,8.928723379,8.056078135,8.656346783,8.221733444,8.646701811,8.530967184,7.89477301,8.785779008,7.995551501,8.49534563,11.14868947,8.695066909,8.043030306,8.60461866,8.159612252,8.588948852
PSMD12,12.23685192,12.48415007,12.4990178,12.41420561,11.73934312,9.947578551,10.02701109,10.16231224,12.16999586,11.4338327,12.3189263,12.46183167,12.36389758,12.05173858,11.52548282,12.30069581,11.64513776,10.92332212,12.32531258,12.35834449,11.87721648,12.27348841,12.47442418
NOL4L,9.059934969,8.959964217,8.980201097,9.111730983,9.283982337,11.39446817,11.41837299,11.31395335,9.07943853,9.259115163,9.032055086,8.951888037,8.795130254,9.059510146,9.279507031,8.853098985,9.218277489,9.054689837,9.228380875,9.263472808,9.088536958,8.971315373,8.476630422
FITM2,7.440581747,7.48102144,7.656811896,7.784346643,7.885235116,8.928943589,8.800718182,8.685946647,8.204734434,8.075567584,7.8178729,7.727616068,7.922921932,7.865195482,8.022380853,8.130624545,8.037964265,8.051123095,7.691869905,8.080056846,8.268314461,8.037218228,7.781177097
STMN3,8.701570038,9.01351662,8.514166373,9.143648693,8.873003653,11.44839217,11.77649566,11.45983105,8.814409417,9.015550475,9.405747676,9.232499708,9.312321905,9.027824022,9.05871098,8.795115255,9.099821485,8.207846005,9.42450728,8.57969515,8.668193374,8.809794705,9.157442711
GZMM,8.455771438,8.971776324,8.48171432,9.337029858,8.968045756,9.061026265,8.492021172,9.282544018,8.801124149,9.03021636,9.600606641,9.292439069,9.496311251,8.887753087,9.124400345,8.891652578,8.867911194,7.869598384,9.416333978,8.647045254,8.83941723,8.816898415,9.758907199
PIGN,9.200902324,9.306265999,9.32406049,9.337029858,8.845230098,8.987603583,9.380581281,9.313350543,9.239678054,8.908489744,9.424762312,9.526753294,9.673424666,9.184520389,8.841530947,9.226560455,9.06304646,9.513728285,9.2765858,9.323889914,9.241056392,9.075685764,9.840984398
ENTPD6,9.954172306,10.30048123,10.00535863,10.46138851,10.51164209,10.86051554,10.71240274,10.79157246,10.32247062,10.50759341,10.47055397,10.43206064,10.55672312,10.34698634,10.51040387,10.32313183,10.56410762,11.03025808,10.49017376,10.1908612,10.48387808,10.34235073,10.50992419
SERPINB2,6.509480309,7.59538484,7.821460904,8.415589686,6.969436402,5.780849087,6.870106249,5.581881337,7.110826324,6.80582634,8.204232233,8.545236167,8.15042187,7.589425496,7.124309874,8.11293342,6.880537208,7.989630175,7.424841598,7.548311742,7.010184418,7.672355518,8.346031759
ZNF433,6.563534091,6.190389824,6.620711539,6.196170583,6.137544345,6.12156443,6.870106249,6.607709499,6.561906236,6.429563982,5.929783879,6.091776964,5.774090062,6.314404914,6.364252728,6.190626462,6.51712247,6.645894108,6.127825021,6.546516993,6.79921174,6.472578404,6.12516181
SLC9A8,11.26433895,10.88663348,11.20122524,10.56585731,11.16032999,10.65870547,10.94663689,10.5413273,10.75473071,11.02901499,10.47967494,10.46975896,10.42567866,10.82984563,11.07958654,10.94224299,11.06120871,10.7206165,10.59074389,10.93890195,11.01457876,10.80752827,10.1956468
ZNF44,9.175092006,8.940861348,9.022712702,8.641032505,9.088008643,10.5003138,10.78603247,10.59631906,8.801124149,8.722343033,8.611833305,8.679995227,8.5694729,8.580745375,8.928689615,8.593009921,8.934574819,8.626730272,8.845699659,9.034266308,8.925991186,8.799073121,8.372248674
ZNF823,6.237530684,6.386688653,6.654378552,6.595415644,5.81645084,7.349463379,7.294633021,7.612862654,6.611456929,5.806842556,6.458710687,6.339182615,6.660732807,6.555699728,6.203340547,6.418944531,5.725869545,6.934004832,6.586949106,6.317633866,6.091729404,6.525570763,6.695069926
ZNF121,11.74227544,11.56106911,11.44974763,11.26955497,11.21870434,10.42838947,10.82226251,10.56613654,11.09834467,11.20044008,11.43735455,11.42842266,11.34609953,11.16936803,11.25847024,11.31982642,11.19214317,10.36469445,11.38883945,11.50191956,11.30039372,11.1698643,11.22999126
MBP,11.68169891,11.56808918,11.39665216,11.67222049,11.84428903,13.17980921,13.21220004,13.33662887,11.43706774,11.7524398,11.63317135,11.66145031,11.70133974,11.58948037,11.84919414,11.41433478,11.81621486,12.66439084,11.59071932,11.44214434,11.91096461,11.60996572,11.70252912
ZNF335,11.02344865,10.64320559,11.03943729,10.89865421,11.50650556,11.65782465,11.83047004,11.55857839,11.31338896,11.54779085,10.94305059,10.80148737,10.75887156,11.34677688,11.45382622,11.26681507,11.52656386,11.10887741,10.99162752,11.33772451,11.38287495,11.34408432,10.64239316
SIRPA,7.636138445,9.582244978,7.143568293,8.907937155,8.451567136,11.83875115,11.14747922,9.938904961,7.62072458,8.680454684,9.32909922,9.536700884,9.345983722,7.707464948,8.528679518,7.464752144,8.511813407,13.93032555,9.327596826,7.714517088,8.115297999,7.741184147,9.116670344
ZBTB14,8.977717608,9.185677765,8.730845664,9.283917064,8.775466718,10.63168944,10.60256854,10.75146714,8.9530013,9.013443125,9.286075744,9.234538332,9.259468168,8.833802153,8.789833534,8.991845193,9.006064206,9.167744434,9.376865623,9.086756706,8.589541004,8.740505457,9.034236141
DDRGK1,10.14906509,10.2215515,10.37201553,10.30081136,10.36147839,10.34806597,10.11599476,10.15840187,10.43855775,10.54600646,10.28634643,10.12321507,10.18828726,10.61919449,10.41256288,10.34729069,10.25733949,10.89634959,10.26291471,10.25432934,10.24658532,10.44105077,10.17345454
DDX42,12.81323185,12.48208677,12.65527936,12.41747306,12.9034106,12.43121828,12.56157143,12.34687674,12.77705506,12.94632991,12.50396851,12.4928207,12.47492064,12.78332546,12.89759348,12.72327113,12.87220598,12.47497995,12.46633235,12.63674507,12.86929068,12.78244979,12.192416
UBL5,10.8676752,10.85636852,10.78967302,10.84681479,11.05602103,10.72559813,10.13615792,10.72967142,10.89702073,11.15623556,10.92580231,10.87259093,11.15042812,11.20934781,11.08784317,11.06386232,11.04338381,10.99157028,10.88682942,10.77732974,10.8408334,10.94679913,11.3214128
HELZ,11.95975414,11.90671292,12.10150701,11.93694376,11.76445152,11.71850061,12.21780382,12.2014865,12.02610826,11.65779438,11.84561859,11.89558324,11.97314225,11.70918151,11.66003659,11.81756572,11.79674743,11.63719819,11.78891161,11.95277859,11.97569789,11.83832089,11.73656472
UCKL1,10.76183231,10.5215097,10.7247982,10.55270979,11.09781338,10.16386905,10.40588539,10.12138474,10.77593742,11.06913385,10.63796162,10.59087117,10.46048747,10.82216921,11.07958654,10.76763015,11.00996061,10.30704386,10.71255865,10.71885853,11.04713496,10.82260562,10.54779789
GET3,10.70584893,10.7533783,10.96341122,10.94165201,11.08345073,10.17086892,9.756081986,10.10115638,11.04861968,11.07873972,10.91373924,10.86142085,10.97097849,11.20934781,11.06293017,11.08670049,11.01381982,11.14751682,10.96735729,10.92540133,10.96578448,11.22564253,11.21135374
ZNF69,5.815679503,5.803074518,6.116137636,5.719618764,6.056816701,7.247206408,7.643511189,7.962976067,5.960939416,5.726789616,5.699357976,5.857896382,5.811287686,6.107668238,5.965977503,5.972545744,5.93569808,6.923081673,5.765581274,6.04546463,6.062907492,5.959418472,5.903407685
NBR2,7.08166245,7.061987475,7.143568293,6.67522912,7.212419181,8.315659365,8.403295316,8.15836533,6.946782708,7.323990572,6.677426218,6.576260346,6.895343887,7.020267316,7.003819477,7.071710357,7.025208901,7.108062355,7.224089744,7.167497839,7.259169658,7.138118366,6.564728987
ZNF627,7.53830055,7.526579418,7.470922118,7.451853915,7.365507366,8.55650712,8.682299903,8.780566497,7.703027958,7.317172615,7.37717795,7.382608794,7.557399277,7.22041703,7.699287373,7.639678807,7.556547951,8.171386643,7.511798643,7.666634549,7.369206816,7.515279916,7.622770883
NCOA6,11.4037528,11.56847818,11.59443961,11.4512782,11.64411701,11.58108156,11.82115938,11.57529508,11.66500331,11.59611665,11.4642545,11.41635051,11.4235898,11.5694451,11.58793858,11.53714732,11.64077695,11.5179416,11.41880997,11.51380859,11.5660552,11.54460755,11.18324662
ZNF652,8.026094868,8.319616796,8.333720379,8.605821087,8.403406081,10.60931994,11.0135618,11.02279531,8.390060155,8.250376311,8.378191573,8.508641337,8.582979618,7.935188545,8.320229401,7.949779032,8.126174041,9.281160009,8.604445011,8.386308418,8.435040815,7.910128123,8.187736005
ALPK2,6.653512956,6.329082927,6.532937554,7.064207677,7.462712625,7.056292752,7.092779302,7.085138321,7.102186004,6.863120326,6.183051152,6.245247936,6.195833507,7.143656092,7.111408347,6.847589144,7.025208901,6.461912475,6.433417655,7.120878623,7.607394317,7.532642954,6.262317673
ZNF358,6.818205487,6.94222323,6.953811433,7.507425484,7.135883502,8.392526184,7.593346944,8.02155304,7.119415205,7.282590986,7.52547424,7.418917337,7.293894533,7.284387848,6.777522716,7.083869585,6.962694032,8.959005254,7.375104323,7.144376528,7.098041359,7.06839947,7.279178217
R3HDM4,11.8028706,11.90886496,11.6575396,11.92423862,12.05596677,12.34352575,12.38088535,12.15449031,11.64692313,12.05124365,11.89894573,11.73097019,11.73318611,11.74616106,12.04084785,11.72306459,12.00059586,11.21903482,11.9708307,11.55986254,11.92704746,11.65674066,11.8194897
RUNDC1,9.57772206,9.589929631,9.67513345,9.534528457,9.854960886,10.01331047,10.01481161,9.813556959,9.851651236,9.681647439,9.580399075,9.530076785,9.441015951,9.791356384,9.789178409,9.720851876,9.719080691,9.639171791,9.641634898,9.643348621,9.707003527,9.75318596,9.386930527
TOP1,13.95135923,13.91135398,13.91801185,13.37956953,13.40359439,11.28097772,11.21242354,11.19365013,13.46171905,13.31915513,13.32946582,13.4153913,13.33738886,13.51058106,13.29494984,13.4540389,13.30156609,12.6952146,13.3394227,13.33957297,13.35125355,13.48821973,13.47149866
MAP3K3,9.58916857,9.928564249,9.882894103,10.4795654,10.39470492,11.97545958,11.92222936,11.92363833,10.38702656,10.2784602,10.34142016,10.18355247,10.21802433,10.36400457,10.32865559,10.27621713,10.3163423,11.60210237,10.20715387,10.4054149,10.23694112,10.32252264,10.0757976
TBKBP1,12.63891571,12.09885073,12.21479085,11.65817105,12.40548476,8.474018229,8.981537202,9.162733727,11.75491283,12.38472724,11.61755556,11.5038878,11.4971292,11.91913021,12.32622538,11.7774197,12.32957363,11.24777278,11.89639044,11.78585513,12.45966668,11.96682394,11.78818821
TGM2,6.453322229,8.48039728,6.276072613,6.510926867,5.679365648,6.586899263,5.45181946,5.550398956,5.7777526,6.391125362,7.271908164,7.981763205,7.751705877,5.936212383,6.022202024,5.835440791,5.869089241,12.43180198,7.261070852,5.859215533,6.147701362,5.933509063,7.485401672
SNORD104,7.813910056,7.228776168,7.480338792,6.988115751,7.72029487,6.348424215,5.768337559,5.938717899,7.169901639,8.030428657,7.102760819,7.062852553,7.081944974,7.952168805,7.783030807,7.474020979,7.902978548,7.00823538,6.968630971,7.370433357,7.5771387,7.515279916,6.801801902
