ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
PRMT5,2.7950301783333327,11.737188378043479,18.06309835211273,2.2142263233210606e-13,2.505179800946239e-11,20.903179149757353
BOP1,3.3504503306666678,12.237268200347826,18.04498130397328,2.254397812763353e-13,2.527012955677144e-11,20.88520674632269
PSMD1,2.2998237966666686,12.973676256086957,18.0313205080566,2.285194005038547e-13,2.5380329013758395e-11,20.871643307600873
ALYREF,2.3923033873333335,11.98560207426087,17.991140742974732,2.3783602299780857e-13,2.617493540374064e-11,20.831691419675362
NHP2,2.607969294666667,11.200769434173914,17.973978894469106,2.419361725131504e-13,2.6386300040037828e-11,20.81460024783537
YBX1,2.0519590333333326,15.288461992173913,17.954539983007752,2.4667012940011883e-13,2.6648906433907444e-11,20.795222075220458
CCT4,2.290690873333336,13.51588299,17.946136660075236,2.4874660722216596e-13,2.6648906433907444e-11,20.786838649108375
ILF2,2.602824926666665,13.575460856086956,17.927434456763688,2.534341127244039e-13,2.6912924286330122e-11,20.768166928093326
UTP11,2.552206204999999,10.93740411326087,17.8570153882091,2.7193282572650257e-13,2.8446628818322453e-11,20.697691302478567
RAN,2.844867650000001,14.337398489565217,17.846507949554184,2.748123740781519e-13,2.8446628818322453e-11,20.687152142090714
LINC01145,-2.052858128999997,7.541079325782609,-17.842384917035748,2.7595101503516704e-13,2.8446628818322453e-11,20.68301500640344
RANBP1,2.788433143333334,12.373363660869565,17.83549904283086,2.7786371644152164e-13,2.8446628818322453e-11,20.676103496322646
DDX10,2.491223011333334,11.269480136347825,17.821365673526792,2.81833304155991e-13,2.8446628818322453e-11,20.661909343106025
MYC,3.204759096666667,13.67770867,17.820863266457895,2.8197550455961457e-13,2.8446628818322453e-11,20.66140457306657
RCC1,2.3154009639999984,11.355289432521738,17.806926292950546,2.859503796845592e-13,2.8609217326126227e-11,20.64739650991794
ATM,-3.4783671966666656,11.444873495652175,-17.760947524175588,2.9948615478319306e-13,2.9717863850863403e-11,20.601107239513563
FGD3,-2.1270628733333368,11.506306889565217,-17.647922619529904,3.356991219194306e-13,3.304043552810265e-11,20.48682088966883
PAK1IP1,3.063829279666667,11.060384706565218,17.639327638388217,3.3863480449738315e-13,3.306058825197839e-11,20.478100860481224
GTPBP4,2.861488303333333,12.709549276956523,17.596530477911816,3.536590727272737e-13,3.414661802121138e-11,20.43461947098416
WARS1,4.567390856666668,15.101796070869565,17.591694881371062,3.554001214829534e-13,3.414661802121138e-11,20.42970010511464
CROCCP3,-2.1609491683333317,6.914145440521739,-17.519401468840595,3.825299088339551e-13,3.646383524680205e-11,20.355997393670084
SLC16A1,3.3412851690000025,11.67553465578261,17.498438175111158,3.907971756086706e-13,3.671945347377146e-11,20.33457025681455
PNO1,3.017648313666669,11.261521888217391,17.49723371958573,3.9127783728039964e-13,3.671945347377146e-11,20.33333839519435
PYCR1,6.115186846,10.931738446608696,17.46490636596323,4.0441331825846204e-013,3.766021254489955e-11,20.300244733290683
