ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
MIR155HG,9.201594237333335,15.106836222416668,55.45363250956262,2.5590226905280904e-23,3.005828052294295e-19,42.89079872973342
EPOP,6.652038007333337,11.9856709695,49.26735302885706,2.661264092691585e-22,1.562960401637768e-18,40.829685206517524
BCL2L1,5.1746116716666695,12.960775797708333,47.42027337746456,5.6656749427315895e-22,2.2183005959108418e-18,40.14869309866393
IRF4,5.697728203333334,15.631847196666667,46.19350599101044,9.511046515811357e-22,2.792918809368005e-18,39.67771454755882
MTHFD1L,5.265365671666668,12.839373682708333,41.4827356536277,7.949226932744517e-21,1.8674323910403415e-17,37.715182953433846
PYCR1,6.438988139666668,11.527546140041666,40.64730540340341,1.1871468553072682e-20,2.060982627478705e-17,37.33910069124132
SLC1A5,5.823289153999999,12.927700714083333,40.577186661355874,1.2282375610719338e-20,2.060982627478705e-17,37.30711936598598
SNHG3,2.937446603333335,12.869114737083333,40.19947291061666,1.4767924070393918e-20,2.168300451635587e-17,37.13371284563852
DUSP4,6.98711587566667,13.660650950541667,38.94187852034314,2.761833113316185e-20,3.604499083223546e-17,36.5422517566339
NDFIP2,6.750189635666667,12.869737395125,37.57626741636247,5.575702191971653e-20,6.549219794689904e-17,35.8742456995291
IARS1,3.01383545,14.423065992083334,36.71700242347719,8.787363937543609e-20,8.624775546795527e-17,35.43940854647784
RBBP8,4.234961347333336,10.26802464825,36.71192610620096,8.811280994512712e-20,8.624775546795527e-17,35.43680510499687
DUSP5,5.3768739603333335,10.903834802875,35.96488498225091,1.3197978100158645e-19,1.1091249609364373e-16,35.04913596868578
ARHGAP31,3.569076059666669,10.655272550875,35.96188772761882,1.321960620901594e-19,1.1091249609364373e-16,35.04756217430103
TSPAN32,-3.844401194666667,6.402124206083333,-35.605605607806254,1.607537153639521e-19,1.258808760443321e-16,34.85941870845759
ENO1,3.959806073333331,16.651655308333332,34.9447370056048,2.322351399160681e-19,1.7048962209088348e-16,34.504727747149495
TWNK,3.1677907879999996,11.5502352415,34.56801952027238,2.8728729988412443e-19,1.9849862496699563e-16,34.29914541750355
CHSY1,3.5229436686666684,12.471003675166667,34.38444363048366,3.1892734303520856e-19,2.0811780951619776e-16,34.198051540341034
PLAGL2,4.209916336666668,13.785848420416666,34.202644502810315,3.538830007364837e-19,2.1877419613951252e-16,34.09733892953598
PPIL1,3.045261259,11.315478734291666,34.002635034674555,3.970281336270246e-19,2.277424091619077e-16,33.98584478890845
PUS7,4.454304531,11.564652455708334,33.958943066501455,4.071675968329697e-19,2.277424091619077e-16,33.96139153686047
TTC27,2.347072705666667,11.328692103041666,33.8394197874825,4.363178568598964e-19,2.31273684762034e-16,33.89431785897732
MTHFD2,5.307830846666668,13.560846858333333,33.77526470452065,4.52860101270797e-19,2.31273684762034e-16,33.858206579834665
TNFRSF4,6.527822537333335,12.171321182,33.56068266833179,5.13139190632269e-19,2.5113887221527636e-16,33.73686685643804
FABP5,6.296584176666668,11.33102036625,32.52997776606309,9.455416757831717e-19,4.442533009499654e-16,33.141796888777925
BCL2A1,4.635017205333336,11.825533463916667,32.31970153890958,1.07357083601596e-18,4.850062707632103e-16,33.01784075807836
UTP4,3.1554105059999973,12.689850984666666,32.172477598132716,1.1739512668883406e-18,4.976310598606052e-16,32.9305248873363
TNFSF14,6.0275714496666675,12.415435160458333,32.15535680983432,1.1862480568786776e-18,4.976310598606052e-16,32.92034240243865
ESPL1,3.904580145333333,9.289555726791667,31.8880352251033,1.3968121074440764e-18,5.657570694495904e-16,32.760579364593475
RANBP1,3.0572846223333325,12.648545023875,31.466223234158583,1.81252902690818e-18,7.096655316687829e-16,32.50548314369145
IRF8,7.4008827120000005,13.378212400583333,31.234038096385348,2.0950332570536652e-18,7.827521233792402e-16,32.36346992550589
RRAS2,3.4860456560000026,10.746472534666667,31.20575552437881,2.1324764130883436e-18,7.827521233792402e-16,32.346092782298996
WDR43,3.29100676,13.54978941375,30.849530313298466,2.6690790394422423e-18,9.500303756754114e-16,32.125747791132234
ANP32A,1.8995529666666666,13.414489554166666,30.708641318939897,2.918858301475355e-18,1.0001693361885664e-15,32.03783770852501
NPM3,3.167395294666667,10.922009034833334,30.67595313028604,2.9802423605142027e-18,1.0001693361885664e-15,32.01737895367947
METTL1,3.9750449453333347,10.103085673083333,30.615394072820152,3.097570247937703e-18,1.0106683370076739e-15,31.979414098193203
DDX21,4.194752303333333,15.50225827125,30.477863662076963,3.382390249117922e-18,1.0595828976655088e-15,31.892893055907464
PNPT1,2.672638563333331,12.5534783125,30.4570180786633,3.4279031254290254e-18,1.0595828976655088e-15,31.87974220111719
SDC4,4.356246186333332,9.920985539333333,30.407520748178996,3.538565600240199e-18,1.0657433728313175e-15,31.848476849947126
PFAS,3.2380771396666663,12.475251765041667,30.22192622265468,3.988038675470855e-18,1.1581647689458217e-15,31.73075393931383
IL2RA,7.5813432033333354,13.654316530416667,30.175947355833717,4.108395245880731e-18,1.1581647689458217e-15,31.701469041518536
POLR3B,2.5905953556666663,10.436422162625,30.163647876942722,4.1412327852651545e-18,1.1581647689458217e-15,31.693627100964868
CDC14B,-2.973812982,6.990999211375,-30.093824789351498,4.332941383302814e-18,1.1835983601924385e-15,31.649043744024773
SLC29A1,6.332794692000003,11.814416496,30.024637650610693,4.532107062379113e-18,1.2098665807887514e-15,31.60475654124862
HOMER1,4.073965731,10.311516069041668,29.732810263789407,5.4840379698640106e-18,1.4050257176011091e-15,31.416741308764102
WDR12,3.6529566710000037,12.260694330708333,29.71981690090339,5.5310189535650495e-18,1.4050257176011091e-15,31.408324099008965
ODC1,4.905151560000002,14.58869169375,29.694976068270556,5.622016748446461e-18,1.4050257176011091e-15,31.392221012660997
UCK2,5.404857945,10.944105803958333,29.517452997120206,6.3198189777822026e-18,1.5465123690214533e-15,31.276719810074482
BANF1,2.3738394906666684,11.4708712045,29.47976838470371,6.479310048852934e-18,1.5531831802821747e-15,31.25210553203928
LMNA,4.193894562999999,12.250622145458333,29.388657595674836,6.882611647596306e-18,1.5900638147221813e-15,31.192455843777225
EZH2,4.003469258666666,12.529375513916667,29.384004234387277,6.903903843932508e-18,1.5900638147221813e-15,31.189404012146802
WARS1,5.25573254966667,14.412906820458334,29.301353581393993,7.293821955279377e-18,1.6040452878028484e-15,31.13511272732601
TGS1,2.2685216890000017,12.122681443875,29.28020732615612,7.397248647894881e-18,1.6040452878028484e-15,31.12119596958327
VARS1,2.935568670000004,12.755170880416667,29.24901850066614,7.552610625347204e-18,1.6040452878028484e-15,31.10065040880211
PRDX4,3.786015186000002,10.93259934425,29.238016512795326,7.608228739067089e-18,1.6040452878028484e-15,31.09339729746327
C1orf109,2.316421148,11.076756199,29.230315512505076,7.647414959727525e-18,1.6040452878028484e-15,31.08831864446119
CD274,4.2304123286666675,11.762036063083334,29.084447909378536,8.431040951051394e-18,1.7366855602567246e-15,30.991851499392496
