ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
GZMB,7.635052133666667,12.584756562565218,37.05662658553195,4.0966348068943604e-19,4.9593860972263124e-15,33.462191766120974
LIF,8.006277184,12.528447087304349,33.54317953534142,2.6216365777781407e-18,1.5868766205291087e-14,31.805983820558552
SORL1,-4.11059941666667,11.776294050869565,-31.660925842078264,7.670135504545547e-18,3.095155347267613e-14,30.826801674325345
LTA,6.865532714000002,14.405908371217391,30.273155322477336,1.7620260674032604e-17,4.439945735633223e-14,30.058454474074388
EPOP,5.777201900000003,11.924161876086956,30.208049599625515,1.833779008604503e-17,4.439945735633223e-14,30.021378341547695
VIPR1,-4.017019313000003,7.496225359782609,-29.444948263679688,2.946089341534061e-17,5.944226261435223e-14,29.57962521962849
MIR155HG,8.013681369000004,14.02655888752174,28.724655480652313,4.6595734508788344e-17,7.880737778813895e-14,29.15012337705742
ZNF815P,-3.6131238893333357,7.229126130304348,-28.552444117938855,5.2078227515703915e-17,7.880737778813895e-14,29.0455722325313
IL2RA,6.20690235,14.294241766956521,27.67358208987949,9.281637961519151e-17,1.2484834351350094e-13,28.500389960218932
VDAC1,2.6683369700000004,13.307464374347827,27.09053477464169,1.3751580362997166e-16,1.6647663187444368e-13,28.127616256971457
NME1,4.850241593,10.842727936565216,26.245339901846656,2.4669367530189914e-16,2.436560364639185e-13,27.570732812417454
KPNA2,3.618195949666667,12.257052852217392,26.241350610428317,2.4738552421079217e-16,2.436560364639185e-13,27.568056562714474
ZBED2,6.251393107666668,12.653545833347826,26.161619424863144,2.6164946919138776e-16,2.436560364639185e-13,27.514472144897063
SCFD2,2.953853715,10.139661161956521,25.60846781428276,3.8778014200388857e-16,3.353190285070768e-13,27.1376078993707
ZNF862,-2.592010138999999,9.28974500352174,-25.357734799718763,4.647185879463701e-16,3.750588817119171e-13,26.96378075035946
HSP90AB1,3.6383656500000043,16.81760978173913,24.245215678957976,1.0594040274488854e-15,8.01571572268513e-13,26.16889823626166
STIP1,2.9450358700000017,13.604390193478261,23.87963691747134,1.3997234531144623e-15,9.967677719649224e-13,25.89894290074821
UCK2,3.908791311,10.80010946552174,23.767197877994242,1.5261652266595669e-15,1.0073585235709274e-12,25.815010444768696
GRAP,-2.6064699916666667,6.704433140391305,-23.721432107071752,1.5810186641209004e-15,1.0073585235709274e-12,25.780724352953598
AHCY,2.338297226333335,11.698134244826086,23.43239490175321,1.9789506816017105e-15,1.1978588475735152e-12,25.56252234576295
MCM2,3.1804057883333314,11.776703393695652,23.233466327049616,2.313099217824774e-15,1.3334466252850815e-12,25.410653261375955
STK38,-2.4289764899999984,10.951147440434783,-23.168014635247918,2.4356071819131757e-15,1.3397075389467602e-12,25.360379328377235
LINC00426,-3.3960044356666677,6.678674979,-23.112286790455716,2.5452893933401196e-15,1.3397075389467602e-12,25.317454073701647
ATP1B3,2.6785156133333317,12.775310661304347,22.9486256805165,2.8984650690785336e-15,1.3720852450481363e-12,25.190747491594195
ACOT7,3.313680393666666,10.473165700826087,22.93077640028747,2.939986170087936e-15,1.3720852450481363e-12,25.176870110050587
TNFRSF9,6.637221252333335,12.382554624913043,22.92786357966946,2.9468211111227114e-15,1.3720852450481363e-12,25.174604366738713
CNPY4,-2.920801682000004,8.006312814347826,-22.86572076869937,3.0966889742905624e-15,1.388463582324502e-12,25.126193035939842
B4GALT2,3.997587877000001,9.82056751,22.761961843202297,3.3650467250177603e-15,1.4323745804519118e-12,25.045047419969507
SUN2,-2.9356625766666653,11.829247706086957,-22.727144576160104,3.460485398632221e-15,1.4323745804519118e-12,25.017729824611287
TUBA1B,3.343072173333333,13.256056390434782,22.64244581727392,3.704730373858617e-15,1.4323745804519118e-12,24.95108868300013
RASGRP2,-4.661852404000003,9.187014325086956,-22.633534455227483,3.73146144948218e-15,1.4323745804519118e-12,24.944061782355057
PRDX4,2.825671131333335,10.595168590695652,22.615487014876,3.7862205992451e-15,1.4323745804519118e-12,24.929821763673594
ETF1,2.7945357200000007,13.309152296086957,22.49574079646223,4.171625896263349e-15,1.4678607808186485e-12,24.835031023274745
SLC39A14,4.116977617999998,11.845620004608696,22.48509523628802,4.2078295350318555e-15,1.4678607808186485e-12,24.826578101556763
BATF3,5.195546514333332,10.199171901739131,22.46742033876621,4.268669839227248e-15,1.4678607808186485e-12,24.812534271880118
SLC25A5,2.021073483333332,12.947011198260869,22.43996271671814,4.36502462493568e-15,1.4678607808186485e-12,24.79069417871319
WDR12,3.2841228393333317,11.707716748782609,22.227745651677825,5.191421311924526e-15,1.6985769297880625e-12,24.620933208734286
RBBP8,3.1734415589999996,10.437907012304349,22.11907378778127,5.676816469424198e-15,1.8085142152328775e-12,24.533337385613947
NOP16,3.597148458333333,11.41141178021739,22.08208638490414,5.8527170757361444e-15,1.8167434081759426e-12,24.503419744672044
MRTO4,3.659461746,12.192609733130436,22.02936934828784,6.113386584059827e-15,1.8502164496657065e-12,24.4606875882126
FKBP4,3.365149706666667,12.996600775217392,21.936606541904304,6.602130953960759e-15,1.949399934845096e-12,24.385232376144245
CCT5,2.9115645933333365,13.581152424782609,21.879246774778412,6.924749218229746e-15,1.995976524664031e-12,24.338406586995227
YWHAE,2.320671970000001,13.173537829130435,21.68149001730701,8.170103094913286e-15,2.25814318720106e-12,24.17597333301446
SRM,3.8372804466666697,13.188821005652173,21.676072992383197,8.207360006347815e-15,2.25814318720106e-12,24.17150207139734
DCTPP1,3.172856804333332,10.904947145956521,21.641221941289885,8.451366091818512e-15,2.2736052868345535e-12,24.142707688651868
NCS1,3.818593044,10.744470009043479,21.56186733946993,9.035842591615331e-15,2.3779980524803304e-12,24.076962471741595
SLC29A1,4.803056363333334,11.327198112608695,21.529607549048304,9.285455409950942e-15,2.3916962381460873e-12,24.050162905818098
BYSL,3.813961876999998,10.986137983,21.40834344944996,1.0290497687429211e-14,2.5953492709170424e-12,23.949047317675344
CCT3,2.766121543333334,13.943279847826087,21.338715260081706,1.0918674406364059e-14,2.6975810686417e-12,23.890717834006303
SPON1,-4.971463007666668,7.864179317217391,-21.285499552331228,1.1425889542628254e-14,2.7664363760611528e-12,23.846003755003544
PRMT1,3.1594540166666683,13.295623411304348,21.206068874154155,1.2229521916616116e-14,2.8551023330146313e-12,23.77904597408046
CCDC86,3.6546299200000014,11.233565523043477,21.191390472907045,1.2384420983965223e-14,2.8551023330146313e-12,23.766643971802814
DLEC1,-2.579990833000001,6.915789768652174,-21.180598450076772,1.2499621976687217e-14,2.8551023330146313e-12,23.757519936054507
TFRC,3.4880239333333325,14.421813883478261,20.9643836634364,1.5061239688587318e-14,3.3765068087044085e-12,23.573699671315808
TIMM23,2.4698072960000026,11.273642529652173,20.927936392591743,1.554477886989138e-14,3.4215471454346368e-12,23.542519844839475
EIF2B3,2.553813171333335,10.285289808521739,20.715767102750434,1.8703131999847295e-14,4.015417911381269e-12,23.359892819517746
HNRNPAB,3.0431069666666684,13.571600483043479,20.70343954376897,1.8906230046979376e-14,4.015417911381269e-12,23.34922251790624
ENO1,3.1647041000000034,16.37810524521739,20.673629854205963,1.940698449314003e-14,4.050706108171607e-12,23.323393236664607
WDR43,3.0025858099999994,12.91504118826087,20.630552161930527,2.0155378734733828e-14,4.135610423096402e-12,23.28599979297646
OSER1-DT,-2.915293049333332,6.5967823336086955,-20.488735912890697,2.2840912926042848e-14,4.6085348647112456e-12,23.162327194317655
PBXIP1,-4.456069047666668,10.660985171173913,-20.304591531772438,2.6900916407584364e-14,5.338729410331415e-12,23.000425139266824
GDPD3,-2.4161509290000014,6.467230665695652,-20.22480331271183,2.8889341741053867e-14,5.6408769535031955e-12,22.929807289157964
AIMP2,2.6568516660000014,10.031528907826086,20.18029880092376,3.0064997192590384e-14,5.7772516827539555e-12,22.89029414095176
HIF1A,2.4488778400000033,13.511675077391304,20.095307659180886,3.245201321612168e-14,6.138501124912017e-12,22.814587550183056
"NAMPT",5.0483959500000015,14.59156018173913,20.030476043975632,3.440632642282745e-14,6.389491598200172e-12,22.756618590099386
PUM3,3.2650021900000024,12.12965374173913,20.016789020482815,3.4834499048505807e-14,6.389491598200172e-12,22.744355975941893
PHB,2.9258716693333326,12.134404924434783,19.965938336496684,3.647494135611329e-14,6.590531941150858e-12,22.698722518222752
RASA3,-2.746483056666669,10.655422437652174,-19.92034367463671,3.801487264540434e-14,6.6808196105573994e-12,22.657705279098288
EBNA1BP2,3.2550254123333335,12.050435367956522,19.915702062057445,3.817542629445443e-14,6.6808196105573994e-12,22.65352430961528
NPM3,3.274963836666669,10.439568073043478,19.894683105966187,3.8911440611970587e-14,6.6808196105573994e-12,22.634578927167063
PAICS,3.7612400956666665,13.173683326652174,19.88277730759474,3.9334941817361416e-14,6.6808196105573994e-12,22.623838651730267
CTPS1,4.049816531666666,12.073978171086956,19.85247157490502,4.0434943834641316e-14,6.6808196105573994e-12,22.596470241561263
PTGDR2,-2.807842154000002,6.438900704782609,-19.844621831038054,4.072510150693234e-14,6.6808196105573994e-12,22.589374409215807
TNFRSF18,4.375437868666667,12.159856553217391,19.841592683196783,4.083765497945214e-14,6.6808196105573994e-12,22.586635428217363
SLC38A5,3.8568510383333336,12.043872040652174,19.800666717113373,4.239078031949647e-14,6.84243715397099e-12,22.5495882204818
CDK4,2.8318410493333346,11.421593769652175,19.766981669137294,4.371564434003875e-14,6.963441978690909e-12,22.51903742182445
EIF5A,3.0631858766666706,14.336898380000001,19.740437472420943,4.479026927925962e-14,7.041961037593726e-12,22.494925890491636
HSPD1,3.7272622599999963,14.665083366086956,19.697515861775376,4.658703683689588e-14,7.230547024967455e-12,22.45586836990345
CCL3,3.9196707853333344,10.697453234956521,19.663296980148044,4.807368646829116e-14,7.353075666271525e-12,22.424668395807167
DDX21,3.774249273333332,14.94953489173913,19.65164352043248,4.859128145561887e-14,7.353075666271525e-12,22.4140305174274
TOMM40,3.349391190333332,12.85499574126087,19.53047344691481,5.433342626525769e-14,8.120499486014933e-12,22.303041325935602
MHENCR,-2.9678798653333347,7.323704492391304,-19.51557934573083,5.508693858904328e-14,8.132713153158023e-12,22.28935074039584
ODC1,3.770288063333332,14.122713837826087,19.431531552280266,5.954985506049932e-14,8.685669221233793e-12,22.21189661693552
